Date,Month,type,Holiday_Name,Average of Temp,Average of total_precip,rain_avg_year,Average of Sun,sun_avg_year,number_of_visitors
4/18/2016,4,Cafe/Sweets,Normal_day,11.99,1.1,4.25,2.09,5.72,16.85
4/18/2016,4,Creative cuisine,Normal_day,11.99,1.1,4.25,2.09,5.72,12.5
4/18/2016,4,Dining bar,Normal_day,11.99,1.1,4.25,2.09,5.72,13.82
4/18/2016,4,Italian/French,Normal_day,11.99,1.1,4.25,2.09,5.72,18.39
4/18/2016,4,Izakaya,Normal_day,11.99,1.1,4.25,2.09,5.72,20.44
4/18/2016,4,Japanese food,Normal_day,11.99,1.1,4.25,2.09,5.72,20.3
4/18/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,11.99,1.1,4.25,2.09,5.72,15.75
4/18/2016,4,Other,Normal_day,11.99,1.1,4.25,2.09,5.72,14.2
4/18/2016,4,Western food,Normal_day,11.99,1.1,4.25,2.09,5.72,17.25
4/18/2016,4,Yakiniku/Korean food,Normal_day,11.99,1.1,4.25,2.09,5.72,15
4/19/2016,4,Bar/Cocktail,Normal_day,10.68,0.32,4.24,7.98,5.73,14.59
4/19/2016,4,Cafe/Sweets,Normal_day,10.68,0.32,4.24,7.98,5.73,19.04
4/19/2016,4,Creative cuisine,Normal_day,10.68,0.32,4.24,7.98,5.73,14
4/19/2016,4,Dining bar,Normal_day,10.68,0.32,4.24,7.98,5.73,16.52
4/19/2016,4,Italian/French,Normal_day,10.68,0.32,4.24,7.98,5.73,24
4/19/2016,4,Izakaya,Normal_day,10.68,0.32,4.24,7.98,5.73,19.56
4/19/2016,4,Japanese food,Normal_day,10.68,0.32,4.24,7.98,5.73,18.35
4/19/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,10.68,0.32,4.24,7.98,5.73,12.25
4/19/2016,4,Other,Normal_day,10.68,0.32,4.24,7.98,5.73,22.33
4/19/2016,4,Western food,Normal_day,10.68,0.32,4.24,7.98,5.73,22.6
4/19/2016,4,Yakiniku/Korean food,Normal_day,10.68,0.32,4.24,7.98,5.73,19.5
4/20/2016,4,Bar/Cocktail,Normal_day,11.98,0.08,4.23,9.08,5.76,12.82
4/20/2016,4,Cafe/Sweets,Normal_day,11.98,0.08,4.23,9.08,5.76,20.6
4/20/2016,4,Creative cuisine,Normal_day,11.98,0.08,4.23,9.08,5.76,13.75
4/20/2016,4,Dining bar,Normal_day,11.98,0.08,4.23,9.08,5.76,18.69
4/20/2016,4,Italian/French,Normal_day,11.98,0.08,4.23,9.08,5.76,21.69
4/20/2016,4,Izakaya,Normal_day,11.98,0.08,4.23,9.08,5.76,23.11
4/20/2016,4,Japanese food,Normal_day,11.98,0.08,4.23,9.08,5.76,21.83
4/20/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,11.98,0.08,4.23,9.08,5.76,16.67
4/20/2016,4,Other,Normal_day,11.98,0.08,4.23,9.08,5.76,18.75
4/20/2016,4,Western food,Normal_day,11.98,0.08,4.23,9.08,5.76,20
4/20/2016,4,Yakiniku/Korean food,Normal_day,11.98,0.08,4.23,9.08,5.76,23.5
4/21/2016,4,Bar/Cocktail,Normal_day,14.25,23.63,4.21,2.32,5.79,14
4/21/2016,4,Cafe/Sweets,Normal_day,14.25,23.63,4.21,2.32,5.79,18
4/21/2016,4,Creative cuisine,Normal_day,14.25,23.63,4.21,2.32,5.79,11.33
4/21/2016,4,Dining bar,Normal_day,14.25,23.63,4.21,2.32,5.79,16.76
4/21/2016,4,Italian/French,Normal_day,14.25,23.63,4.21,2.32,5.79,20.14
4/21/2016,4,Izakaya,Normal_day,14.25,23.63,4.21,2.32,5.79,21.36
4/21/2016,4,Japanese food,Normal_day,14.25,23.63,4.21,2.32,5.79,18.75
4/21/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.25,23.63,4.21,2.32,5.79,13.33
4/21/2016,4,Other,Normal_day,14.25,23.63,4.21,2.32,5.79,19.6
4/21/2016,4,Western food,Normal_day,14.25,23.63,4.21,2.32,5.79,16.5
4/21/2016,4,Yakiniku/Korean food,Normal_day,14.25,23.63,4.21,2.32,5.79,18.29
4/22/2016,4,Bar/Cocktail,Normal_day,14.83,1.6,4.18,7.02,5.83,14.72
4/22/2016,4,Cafe/Sweets,Normal_day,14.83,1.6,4.18,7.02,5.83,21.65
4/22/2016,4,Creative cuisine,Normal_day,14.83,1.6,4.18,7.02,5.83,22
4/22/2016,4,Dining bar,Normal_day,14.83,1.6,4.18,7.02,5.83,23.97
4/22/2016,4,Italian/French,Normal_day,14.83,1.6,4.18,7.02,5.83,28.14
4/22/2016,4,Izakaya,Normal_day,14.83,1.6,4.18,7.02,5.83,32.59
4/22/2016,4,Japanese food,Normal_day,14.83,1.6,4.18,7.02,5.83,24.6
4/22/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.83,1.6,4.18,7.02,5.83,20.5
4/22/2016,4,Other,Normal_day,14.83,1.6,4.18,7.02,5.83,23.67
4/22/2016,4,Western food,Normal_day,14.83,1.6,4.18,7.02,5.83,25.2
4/22/2016,4,Yakiniku/Korean food,Normal_day,14.83,1.6,4.18,7.02,5.83,34.71
4/23/2016,4,Bar/Cocktail,Normal_day,13.89,3.01,4.15,3.87,5.87,23.93
4/23/2016,4,Cafe/Sweets,Normal_day,13.89,3.01,4.15,3.87,5.87,31.42
4/23/2016,4,Creative cuisine,Normal_day,13.89,3.01,4.15,3.87,5.87,16.33
4/23/2016,4,Dining bar,Normal_day,13.89,3.01,4.15,3.87,5.87,28
4/23/2016,4,Italian/French,Normal_day,13.89,3.01,4.15,3.87,5.87,28.29
4/23/2016,4,Izakaya,Normal_day,13.89,3.01,4.15,3.87,5.87,29.19
4/23/2016,4,Japanese food,Normal_day,13.89,3.01,4.15,3.87,5.87,26.42
4/23/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.89,3.01,4.15,3.87,5.87,21
4/23/2016,4,Other,Normal_day,13.89,3.01,4.15,3.87,5.87,25.2
4/23/2016,4,Western food,Normal_day,13.89,3.01,4.15,3.87,5.87,43.8
4/23/2016,4,Yakiniku/Korean food,Normal_day,13.89,3.01,4.15,3.87,5.87,24
4/24/2016,4,Bar/Cocktail,Normal_day,13.25,3.56,4.11,5.45,5.92,13.14
4/24/2016,4,Cafe/Sweets,Normal_day,13.25,3.56,4.11,5.45,5.92,36.41
4/24/2016,4,Creative cuisine,Normal_day,13.25,3.56,4.11,5.45,5.92,23
4/24/2016,4,Dining bar,Normal_day,13.25,3.56,4.11,5.45,5.92,23.34
4/24/2016,4,Italian/French,Normal_day,13.25,3.56,4.11,5.45,5.92,23.63
4/24/2016,4,Izakaya,Normal_day,13.25,3.56,4.11,5.45,5.92,21.91
4/24/2016,4,Japanese food,Normal_day,13.25,3.56,4.11,5.45,5.92,23.14
4/24/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.25,3.56,4.11,5.45,5.92,14.5
4/24/2016,4,Other,Normal_day,13.25,3.56,4.11,5.45,5.92,24.5
4/24/2016,4,Western food,Normal_day,13.25,3.56,4.11,5.45,5.92,38.2
4/24/2016,4,Yakiniku/Korean food,Normal_day,13.25,3.56,4.11,5.45,5.92,20
4/25/2016,4,Bar/Cocktail,Normal_day,13.38,1.88,4.08,6.93,5.97,11.89
4/25/2016,4,Cafe/Sweets,Normal_day,13.38,1.88,4.08,6.93,5.97,21.83
4/25/2016,4,Creative cuisine,Normal_day,13.38,1.88,4.08,6.93,5.97,9.75
4/25/2016,4,Dining bar,Normal_day,13.38,1.88,4.08,6.93,5.97,16.68
4/25/2016,4,Italian/French,Normal_day,13.38,1.88,4.08,6.93,5.97,19.79
4/25/2016,4,Izakaya,Normal_day,13.38,1.88,4.08,6.93,5.97,19.54
4/25/2016,4,Japanese food,Normal_day,13.38,1.88,4.08,6.93,5.97,20.14
4/25/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.38,1.88,4.08,6.93,5.97,14.33
4/25/2016,4,Other,Normal_day,13.38,1.88,4.08,6.93,5.97,16.1
4/25/2016,4,Western food,Normal_day,13.38,1.88,4.08,6.93,5.97,12.5
4/25/2016,4,Yakiniku/Korean food,Normal_day,13.38,1.88,4.08,6.93,5.97,14
4/26/2016,4,Bar/Cocktail,Normal_day,14.55,0.91,4.06,8,6.01,12.8
4/26/2016,4,Cafe/Sweets,Normal_day,14.55,0.91,4.06,8,6.01,23.98
4/26/2016,4,Creative cuisine,Normal_day,14.55,0.91,4.06,8,6.01,16.33
4/26/2016,4,Dining bar,Normal_day,14.55,0.91,4.06,8,6.01,16.38
4/26/2016,4,Italian/French,Normal_day,14.55,0.91,4.06,8,6.01,18.56
4/26/2016,4,Izakaya,Normal_day,14.55,0.91,4.06,8,6.01,22.85
4/26/2016,4,Japanese food,Normal_day,14.55,0.91,4.06,8,6.01,19.57
4/26/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.55,0.91,4.06,8,6.01,23.67
4/26/2016,4,Other,Normal_day,14.55,0.91,4.06,8,6.01,13.78
4/26/2016,4,Western food,Normal_day,14.55,0.91,4.06,8,6.01,28.8
4/26/2016,4,Yakiniku/Korean food,Normal_day,14.55,0.91,4.06,8,6.01,27.83
4/27/2016,4,Bar/Cocktail,Normal_day,13.45,10.99,4.05,4.17,6.05,11.72
4/27/2016,4,Cafe/Sweets,Normal_day,13.45,10.99,4.05,4.17,6.05,19.75
4/27/2016,4,Creative cuisine,Normal_day,13.45,10.99,4.05,4.17,6.05,10.25
4/27/2016,4,Dining bar,Normal_day,13.45,10.99,4.05,4.17,6.05,19.89
4/27/2016,4,Italian/French,Normal_day,13.45,10.99,4.05,4.17,6.05,20.3
4/27/2016,4,Izakaya,Normal_day,13.45,10.99,4.05,4.17,6.05,23.73
4/27/2016,4,Japanese food,Normal_day,13.45,10.99,4.05,4.17,6.05,23.41
4/27/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.45,10.99,4.05,4.17,6.05,14.33
4/27/2016,4,Other,Normal_day,13.45,10.99,4.05,4.17,6.05,16.67
4/27/2016,4,Western food,Normal_day,13.45,10.99,4.05,4.17,6.05,18
4/27/2016,4,Yakiniku/Korean food,Normal_day,13.45,10.99,4.05,4.17,6.05,19.75
4/28/2016,4,Bar/Cocktail,Normal_day,12.35,17.19,4.06,1.54,6.08,15.89
4/28/2016,4,Cafe/Sweets,Normal_day,12.35,17.19,4.06,1.54,6.08,18.43
4/28/2016,4,Creative cuisine,Normal_day,12.35,17.19,4.06,1.54,6.08,16.25
4/28/2016,4,Dining bar,Normal_day,12.35,17.19,4.06,1.54,6.08,19.18
4/28/2016,4,Italian/French,Normal_day,12.35,17.19,4.06,1.54,6.08,23.09
4/28/2016,4,Izakaya,Normal_day,12.35,17.19,4.06,1.54,6.08,32.62
4/28/2016,4,Japanese food,Normal_day,12.35,17.19,4.06,1.54,6.08,20.4
4/28/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,12.35,17.19,4.06,1.54,6.08,22.67
4/28/2016,4,Other,Normal_day,12.35,17.19,4.06,1.54,6.08,26
4/28/2016,4,Western food,Normal_day,12.35,17.19,4.06,1.54,6.08,20.6
4/28/2016,4,Yakiniku/Korean food,Normal_day,12.35,17.19,4.06,1.54,6.08,27
4/29/2016,4,Bar/Cocktail,Showa Day,10.33,3.69,4.08,5.84,6.09,19.74
4/29/2016,4,Cafe/Sweets,Showa Day,10.33,3.69,4.08,5.84,6.09,36.57
4/29/2016,4,Creative cuisine,Showa Day,10.33,3.69,4.08,5.84,6.09,16.75
4/29/2016,4,Dining bar,Showa Day,10.33,3.69,4.08,5.84,6.09,24.69
4/29/2016,4,Italian/French,Showa Day,10.33,3.69,4.08,5.84,6.09,30.87
4/29/2016,4,Izakaya,Showa Day,10.33,3.69,4.08,5.84,6.09,26.9
4/29/2016,4,Japanese food,Showa Day,10.33,3.69,4.08,5.84,6.09,24.13
4/29/2016,4,Okonomiyaki/Monja/Teppanyaki,Showa Day,10.33,3.69,4.08,5.84,6.09,25.33
4/29/2016,4,Other,Showa Day,10.33,3.69,4.08,5.84,6.09,27.5
4/29/2016,4,Western food,Showa Day,10.33,3.69,4.08,5.84,6.09,41.2
4/29/2016,4,Yakiniku/Korean food,Showa Day,10.33,3.69,4.08,5.84,6.09,18.86
4/30/2016,4,Bar/Cocktail,Normal_day,11.26,0.51,4.13,8.76,6.1,16.86
4/30/2016,4,Cafe/Sweets,Normal_day,11.26,0.51,4.13,8.76,6.1,35.28
4/30/2016,4,Creative cuisine,Normal_day,11.26,0.51,4.13,8.76,6.1,16.75
4/30/2016,4,Dining bar,Normal_day,11.26,0.51,4.13,8.76,6.1,22.03
4/30/2016,4,Italian/French,Normal_day,11.26,0.51,4.13,8.76,6.1,28.2
4/30/2016,4,Izakaya,Normal_day,11.26,0.51,4.13,8.76,6.1,27.75
4/30/2016,4,Japanese food,Normal_day,11.26,0.51,4.13,8.76,6.1,23.04
4/30/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,11.26,0.51,4.13,8.76,6.1,26.33
4/30/2016,4,Other,Normal_day,11.26,0.51,4.13,8.76,6.1,27.73
4/30/2016,4,Western food,Normal_day,11.26,0.51,4.13,8.76,6.1,42.2
4/30/2016,4,Yakiniku/Korean food,Normal_day,11.26,0.51,4.13,8.76,6.1,24.14
5/1/2016,5,Asian,Normal_day,13.42,2.08,4.18,7.08,6.09,65
5/1/2016,5,Bar/Cocktail,Normal_day,13.42,2.08,4.18,7.08,6.09,16.83
5/1/2016,5,Cafe/Sweets,Normal_day,13.42,2.08,4.18,7.08,6.09,40.95
5/1/2016,5,Creative cuisine,Normal_day,13.42,2.08,4.18,7.08,6.09,15
5/1/2016,5,Dining bar,Normal_day,13.42,2.08,4.18,7.08,6.09,19.77
5/1/2016,5,Italian/French,Normal_day,13.42,2.08,4.18,7.08,6.09,28.13
5/1/2016,5,Izakaya,Normal_day,13.42,2.08,4.18,7.08,6.09,28.92
5/1/2016,5,Japanese food,Normal_day,13.42,2.08,4.18,7.08,6.09,20
5/1/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.42,2.08,4.18,7.08,6.09,35.5
5/1/2016,5,Other,Normal_day,13.42,2.08,4.18,7.08,6.09,24.43
5/1/2016,5,Western food,Normal_day,13.42,2.08,4.18,7.08,6.09,37.8
5/1/2016,5,Yakiniku/Korean food,Normal_day,13.42,2.08,4.18,7.08,6.09,27.2
5/2/2016,5,Bar/Cocktail,Normal_day,14.95,0.06,4.25,7.86,6.07,15.38
5/2/2016,5,Cafe/Sweets,Normal_day,14.95,0.06,4.25,7.86,6.07,26.79
5/2/2016,5,Creative cuisine,Normal_day,14.95,0.06,4.25,7.86,6.07,14
5/2/2016,5,Dining bar,Normal_day,14.95,0.06,4.25,7.86,6.07,22.51
5/2/2016,5,Italian/French,Normal_day,14.95,0.06,4.25,7.86,6.07,20.72
5/2/2016,5,Izakaya,Normal_day,14.95,0.06,4.25,7.86,6.07,27.32
5/2/2016,5,Japanese food,Normal_day,14.95,0.06,4.25,7.86,6.07,19.86
5/2/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.95,0.06,4.25,7.86,6.07,24
5/2/2016,5,Other,Normal_day,14.95,0.06,4.25,7.86,6.07,18.4
5/2/2016,5,Western food,Normal_day,14.95,0.06,4.25,7.86,6.07,26.5
5/2/2016,5,Yakiniku/Korean food,Normal_day,14.95,0.06,4.25,7.86,6.07,27.4
5/3/2016,5,Bar/Cocktail,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,21.07
5/3/2016,5,Cafe/Sweets,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,34.65
5/3/2016,5,Creative cuisine,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,20.75
5/3/2016,5,Dining bar,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,21
5/3/2016,5,Italian/French,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,29.97
5/3/2016,5,Izakaya,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,30.37
5/3/2016,5,Japanese food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,26.5
5/3/2016,5,Okonomiyaki/Monja/Teppanyaki,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,15.67
5/3/2016,5,Other,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,23.33
5/3/2016,5,Western food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,32.25
5/3/2016,5,Yakiniku/Korean food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,25.17
5/4/2016,5,Bar/Cocktail,Greenery Day,17.12,8.12,4.43,7.3,6,20.43
5/4/2016,5,Cafe/Sweets,Greenery Day,17.12,8.12,4.43,7.3,6,39.9
5/4/2016,5,Creative cuisine,Greenery Day,17.12,8.12,4.43,7.3,6,18.75
5/4/2016,5,Dining bar,Greenery Day,17.12,8.12,4.43,7.3,6,20.56
5/4/2016,5,Italian/French,Greenery Day,17.12,8.12,4.43,7.3,6,26.23
5/4/2016,5,Izakaya,Greenery Day,17.12,8.12,4.43,7.3,6,32.37
5/4/2016,5,Japanese food,Greenery Day,17.12,8.12,4.43,7.3,6,23.82
5/4/2016,5,Okonomiyaki/Monja/Teppanyaki,Greenery Day,17.12,8.12,4.43,7.3,6,24.33
5/4/2016,5,Other,Greenery Day,17.12,8.12,4.43,7.3,6,21.4
5/4/2016,5,Western food,Greenery Day,17.12,8.12,4.43,7.3,6,43
5/4/2016,5,Yakiniku/Korean food,Greenery Day,17.12,8.12,4.43,7.3,6,24.8
5/5/2016,5,Bar/Cocktail,Children's Day,16.26,0.61,4.51,7.27,5.95,14.27
5/5/2016,5,Cafe/Sweets,Children's Day,16.26,0.61,4.51,7.27,5.95,37.8
5/5/2016,5,Creative cuisine,Children's Day,16.26,0.61,4.51,7.27,5.95,19
5/5/2016,5,Dining bar,Children's Day,16.26,0.61,4.51,7.27,5.95,22.63
5/5/2016,5,Italian/French,Children's Day,16.26,0.61,4.51,7.27,5.95,28.33
5/5/2016,5,Izakaya,Children's Day,16.26,0.61,4.51,7.27,5.95,19.19
5/5/2016,5,Japanese food,Children's Day,16.26,0.61,4.51,7.27,5.95,20.53
5/5/2016,5,Okonomiyaki/Monja/Teppanyaki,Children's Day,16.26,0.61,4.51,7.27,5.95,15.67
5/5/2016,5,Other,Children's Day,16.26,0.61,4.51,7.27,5.95,23.9
5/5/2016,5,Western food,Children's Day,16.26,0.61,4.51,7.27,5.95,40.4
5/5/2016,5,Yakiniku/Korean food,Children's Day,16.26,0.61,4.51,7.27,5.95,20.4
5/6/2016,5,Bar/Cocktail,Normal_day,14.98,5.36,4.59,2.48,5.91,11.17
5/6/2016,5,Cafe/Sweets,Normal_day,14.98,5.36,4.59,2.48,5.91,18.12
5/6/2016,5,Creative cuisine,Normal_day,14.98,5.36,4.59,2.48,5.91,15
5/6/2016,5,Dining bar,Normal_day,14.98,5.36,4.59,2.48,5.91,14.7
5/6/2016,5,Italian/French,Normal_day,14.98,5.36,4.59,2.48,5.91,19.29
5/6/2016,5,Izakaya,Normal_day,14.98,5.36,4.59,2.48,5.91,19.64
5/6/2016,5,Japanese food,Normal_day,14.98,5.36,4.59,2.48,5.91,19.92
5/6/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.98,5.36,4.59,2.48,5.91,17.33
5/6/2016,5,Other,Normal_day,14.98,5.36,4.59,2.48,5.91,16.36
5/6/2016,5,Western food,Normal_day,14.98,5.36,4.59,2.48,5.91,18.4
5/6/2016,5,Yakiniku/Korean food,Normal_day,14.98,5.36,4.59,2.48,5.91,16.5
5/7/2016,5,Asian,Normal_day,16.19,3.3,4.67,4.3,5.86,49
5/7/2016,5,Bar/Cocktail,Normal_day,16.19,3.3,4.67,4.3,5.86,16.2
5/7/2016,5,Cafe/Sweets,Normal_day,16.19,3.3,4.67,4.3,5.86,33.22
5/7/2016,5,Creative cuisine,Normal_day,16.19,3.3,4.67,4.3,5.86,19.67
5/7/2016,5,Dining bar,Normal_day,16.19,3.3,4.67,4.3,5.86,21.16
5/7/2016,5,Italian/French,Normal_day,16.19,3.3,4.67,4.3,5.86,22.48
5/7/2016,5,Izakaya,Normal_day,16.19,3.3,4.67,4.3,5.86,25.6
5/7/2016,5,Japanese food,Normal_day,16.19,3.3,4.67,4.3,5.86,21
5/7/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.19,3.3,4.67,4.3,5.86,25
5/7/2016,5,Other,Normal_day,16.19,3.3,4.67,4.3,5.86,24.22
5/7/2016,5,Western food,Normal_day,16.19,3.3,4.67,4.3,5.86,40.4
5/7/2016,5,Yakiniku/Korean food,Normal_day,16.19,3.3,4.67,4.3,5.86,18.86
5/8/2016,5,Asian,Normal_day,15.98,2.36,4.75,9.44,5.82,51
5/8/2016,5,Bar/Cocktail,Normal_day,15.98,2.36,4.75,9.44,5.82,15.92
5/8/2016,5,Cafe/Sweets,Normal_day,15.98,2.36,4.75,9.44,5.82,35.74
5/8/2016,5,Creative cuisine,Normal_day,15.98,2.36,4.75,9.44,5.82,20
5/8/2016,5,Dining bar,Normal_day,15.98,2.36,4.75,9.44,5.82,19.15
5/8/2016,5,Italian/French,Normal_day,15.98,2.36,4.75,9.44,5.82,30.28
5/8/2016,5,Izakaya,Normal_day,15.98,2.36,4.75,9.44,5.82,20.53
5/8/2016,5,Japanese food,Normal_day,15.98,2.36,4.75,9.44,5.82,20.27
5/8/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.98,2.36,4.75,9.44,5.82,16
5/8/2016,5,Other,Normal_day,15.98,2.36,4.75,9.44,5.82,32.17
5/8/2016,5,Western food,Normal_day,15.98,2.36,4.75,9.44,5.82,42.5
5/8/2016,5,Yakiniku/Korean food,Normal_day,15.98,2.36,4.75,9.44,5.82,10.67
5/9/2016,5,Asian,Normal_day,15.45,11.51,4.81,4.2,5.78,21
5/9/2016,5,Bar/Cocktail,Normal_day,15.45,11.51,4.81,4.2,5.78,9.17
5/9/2016,5,Cafe/Sweets,Normal_day,15.45,11.51,4.81,4.2,5.78,17.73
5/9/2016,5,Creative cuisine,Normal_day,15.45,11.51,4.81,4.2,5.78,11
5/9/2016,5,Dining bar,Normal_day,15.45,11.51,4.81,4.2,5.78,13.73
5/9/2016,5,Italian/French,Normal_day,15.45,11.51,4.81,4.2,5.78,15.23
5/9/2016,5,Izakaya,Normal_day,15.45,11.51,4.81,4.2,5.78,17.46
5/9/2016,5,Japanese food,Normal_day,15.45,11.51,4.81,4.2,5.78,15.19
5/9/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.45,11.51,4.81,4.2,5.78,14.33
5/9/2016,5,Other,Normal_day,15.45,11.51,4.81,4.2,5.78,11.38
5/9/2016,5,Western food,Normal_day,15.45,11.51,4.81,4.2,5.78,12.8
5/9/2016,5,Yakiniku/Korean food,Normal_day,15.45,11.51,4.81,4.2,5.78,14.29
5/10/2016,5,Asian,Normal_day,16.39,18.08,4.88,1.05,5.75,36
5/10/2016,5,Bar/Cocktail,Normal_day,16.39,18.08,4.88,1.05,5.75,9.73
5/10/2016,5,Cafe/Sweets,Normal_day,16.39,18.08,4.88,1.05,5.75,19.42
5/10/2016,5,Creative cuisine,Normal_day,16.39,18.08,4.88,1.05,5.75,10.33
5/10/2016,5,Dining bar,Normal_day,16.39,18.08,4.88,1.05,5.75,12.74
5/10/2016,5,Italian/French,Normal_day,16.39,18.08,4.88,1.05,5.75,16.74
5/10/2016,5,Izakaya,Normal_day,16.39,18.08,4.88,1.05,5.75,15.78
5/10/2016,5,Japanese food,Normal_day,16.39,18.08,4.88,1.05,5.75,16.23
5/10/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.39,18.08,4.88,1.05,5.75,21.67
5/10/2016,5,Other,Normal_day,16.39,18.08,4.88,1.05,5.75,13.86
5/10/2016,5,Western food,Normal_day,16.39,18.08,4.88,1.05,5.75,20.33
5/10/2016,5,Yakiniku/Korean food,Normal_day,16.39,18.08,4.88,1.05,5.75,19.86
5/11/2016,5,Bar/Cocktail,Normal_day,15.08,13.38,4.92,1.01,5.72,10.77
5/11/2016,5,Cafe/Sweets,Normal_day,15.08,13.38,4.92,1.01,5.72,17.82
5/11/2016,5,Creative cuisine,Normal_day,15.08,13.38,4.92,1.01,5.72,18
5/11/2016,5,Dining bar,Normal_day,15.08,13.38,4.92,1.01,5.72,16.77
5/11/2016,5,Italian/French,Normal_day,15.08,13.38,4.92,1.01,5.72,17.16
5/11/2016,5,Izakaya,Normal_day,15.08,13.38,4.92,1.01,5.72,20.67
5/11/2016,5,Japanese food,Normal_day,15.08,13.38,4.92,1.01,5.72,20.87
5/11/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.08,13.38,4.92,1.01,5.72,15.33
5/11/2016,5,Other,Normal_day,15.08,13.38,4.92,1.01,5.72,16.89
5/11/2016,5,Western food,Normal_day,15.08,13.38,4.92,1.01,5.72,32
5/11/2016,5,Yakiniku/Korean food,Normal_day,15.08,13.38,4.92,1.01,5.72,24.14
5/12/2016,5,Asian,Normal_day,15.18,0.66,4.95,9.43,5.71,49
5/12/2016,5,Bar/Cocktail,Normal_day,15.18,0.66,4.95,9.43,5.71,10.38
5/12/2016,5,Cafe/Sweets,Normal_day,15.18,0.66,4.95,9.43,5.71,22.69
5/12/2016,5,Creative cuisine,Normal_day,15.18,0.66,4.95,9.43,5.71,20.75
5/12/2016,5,Dining bar,Normal_day,15.18,0.66,4.95,9.43,5.71,22.21
5/12/2016,5,Italian/French,Normal_day,15.18,0.66,4.95,9.43,5.71,16.89
5/12/2016,5,Izakaya,Normal_day,15.18,0.66,4.95,9.43,5.71,19.81
5/12/2016,5,Japanese food,Normal_day,15.18,0.66,4.95,9.43,5.71,19.14
5/12/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.18,0.66,4.95,9.43,5.71,17
5/12/2016,5,Other,Normal_day,15.18,0.66,4.95,9.43,5.71,19.82
5/12/2016,5,Western food,Normal_day,15.18,0.66,4.95,9.43,5.71,25
5/12/2016,5,Yakiniku/Korean food,Normal_day,15.18,0.66,4.95,9.43,5.71,23.14
5/13/2016,5,Asian,Normal_day,17.4,0.05,4.98,10.54,5.69,36
5/13/2016,5,Bar/Cocktail,Normal_day,17.4,0.05,4.98,10.54,5.69,13.13
5/13/2016,5,Cafe/Sweets,Normal_day,17.4,0.05,4.98,10.54,5.69,21.13
5/13/2016,5,Creative cuisine,Normal_day,17.4,0.05,4.98,10.54,5.69,20.75
5/13/2016,5,Dining bar,Normal_day,17.4,0.05,4.98,10.54,5.69,22.13
5/13/2016,5,Italian/French,Normal_day,17.4,0.05,4.98,10.54,5.69,26.54
5/13/2016,5,Izakaya,Normal_day,17.4,0.05,4.98,10.54,5.69,29.94
5/13/2016,5,Japanese food,Normal_day,17.4,0.05,4.98,10.54,5.69,21.89
5/13/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,17.4,0.05,4.98,10.54,5.69,20.33
5/13/2016,5,Other,Normal_day,17.4,0.05,4.98,10.54,5.69,24.42
5/13/2016,5,Western food,Normal_day,17.4,0.05,4.98,10.54,5.69,36.25
5/13/2016,5,Yakiniku/Korean food,Normal_day,17.4,0.05,4.98,10.54,5.69,31.86
5/14/2016,5,Asian,Normal_day,17.25,0.16,4.99,10.09,5.69,46
5/14/2016,5,Bar/Cocktail,Normal_day,17.25,0.16,4.99,10.09,5.69,17.53
5/14/2016,5,Cafe/Sweets,Normal_day,17.25,0.16,4.99,10.09,5.69,31.98
5/14/2016,5,Creative cuisine,Normal_day,17.25,0.16,4.99,10.09,5.69,26.67
