Date,Month,type,Holiday_Name,Average of Temp,Average of total_precip,rain_avg_year,Average of Sun,sun_avg_year,number_of_visitors
4/21/2016,4,Italian/French,Normal_day,14.25,23.63,4.21,2.32,5.79,725
4/21/2016,4,Izakaya,Normal_day,14.25,23.63,4.21,2.32,5.79,1709
4/21/2016,4,Japanese food,Normal_day,14.25,23.63,4.21,2.32,5.79,450
4/21/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.25,23.63,4.21,2.32,5.79,40
4/21/2016,4,Other,Normal_day,14.25,23.63,4.21,2.32,5.79,196
4/21/2016,4,Western food,Normal_day,14.25,23.63,4.21,2.32,5.79,66
4/21/2016,4,Yakiniku/Korean food,Normal_day,14.25,23.63,4.21,2.32,5.79,128
4/22/2016,4,Bar/Cocktail,Normal_day,14.83,1.6,4.18,7.02,5.83,427
4/22/2016,4,Cafe/Sweets,Normal_day,14.83,1.6,4.18,7.02,5.83,1342
4/22/2016,4,Creative cuisine,Normal_day,14.83,1.6,4.18,7.02,5.83,88
4/22/2016,4,Dining bar,Normal_day,14.83,1.6,4.18,7.02,5.83,887
4/22/2016,4,Italian/French,Normal_day,14.83,1.6,4.18,7.02,5.83,1013
4/22/2016,4,Izakaya,Normal_day,14.83,1.6,4.18,7.02,5.83,2607
4/22/2016,4,Japanese food,Normal_day,14.83,1.6,4.18,7.02,5.83,615
4/22/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.83,1.6,4.18,7.02,5.83,82
4/22/2016,4,Other,Normal_day,14.83,1.6,4.18,7.02,5.83,284
4/22/2016,4,Western food,Normal_day,14.83,1.6,4.18,7.02,5.83,126
4/22/2016,4,Yakiniku/Korean food,Normal_day,14.83,1.6,4.18,7.02,5.83,243
4/23/2016,4,Bar/Cocktail,Normal_day,13.89,3.01,4.15,3.87,5.87,694
4/23/2016,4,Cafe/Sweets,Normal_day,13.89,3.01,4.15,3.87,5.87,1948
4/23/2016,4,Creative cuisine,Normal_day,13.89,3.01,4.15,3.87,5.87,49
4/23/2016,4,Dining bar,Normal_day,13.89,3.01,4.15,3.87,5.87,1008
4/23/2016,4,Italian/French,Normal_day,13.89,3.01,4.15,3.87,5.87,990
4/23/2016,4,Izakaya,Normal_day,13.89,3.01,4.15,3.87,5.87,2248
4/23/2016,4,Japanese food,Normal_day,13.89,3.01,4.15,3.87,5.87,687
4/23/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.89,3.01,4.15,3.87,5.87,63
4/23/2016,4,Other,Normal_day,13.89,3.01,4.15,3.87,5.87,252
4/23/2016,4,Western food,Normal_day,13.89,3.01,4.15,3.87,5.87,219
4/23/2016,4,Yakiniku/Korean food,Normal_day,13.89,3.01,4.15,3.87,5.87,168
4/24/2016,4,Bar/Cocktail,Normal_day,13.25,3.56,4.11,5.45,5.92,368
4/24/2016,4,Cafe/Sweets,Normal_day,13.25,3.56,4.11,5.45,5.92,1602
4/24/2016,4,Creative cuisine,Normal_day,13.25,3.56,4.11,5.45,5.92,46
4/24/2016,4,Dining bar,Normal_day,13.25,3.56,4.11,5.45,5.92,677
4/24/2016,4,Italian/French,Normal_day,13.25,3.56,4.11,5.45,5.92,638
4/24/2016,4,Izakaya,Normal_day,13.25,3.56,4.11,5.45,5.92,1227
4/24/2016,4,Japanese food,Normal_day,13.25,3.56,4.11,5.45,5.92,324
4/24/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.25,3.56,4.11,5.45,5.92,29
4/24/2016,4,Other,Normal_day,13.25,3.56,4.11,5.45,5.92,196
4/24/2016,4,Western food,Normal_day,13.25,3.56,4.11,5.45,5.92,191
4/24/2016,4,Yakiniku/Korean food,Normal_day,13.25,3.56,4.11,5.45,5.92,80
4/25/2016,4,Bar/Cocktail,Normal_day,13.38,1.88,4.08,6.93,5.97,321
4/25/2016,4,Cafe/Sweets,Normal_day,13.38,1.88,4.08,6.93,5.97,873
4/25/2016,4,Creative cuisine,Normal_day,13.38,1.88,4.08,6.93,5.97,39
4/25/2016,4,Dining bar,Normal_day,13.38,1.88,4.08,6.93,5.97,517
4/25/2016,4,Italian/French,Normal_day,13.38,1.88,4.08,6.93,5.97,475
4/25/2016,4,Izakaya,Normal_day,13.38,1.88,4.08,6.93,5.97,1407
4/25/2016,4,Japanese food,Normal_day,13.38,1.88,4.08,6.93,5.97,423
4/25/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.38,1.88,4.08,6.93,5.97,43
4/25/2016,4,Other,Normal_day,13.38,1.88,4.08,6.93,5.97,161
4/25/2016,4,Western food,Normal_day,13.38,1.88,4.08,6.93,5.97,50
4/25/2016,4,Yakiniku/Korean food,Normal_day,13.38,1.88,4.08,6.93,5.97,84
4/26/2016,4,Bar/Cocktail,Normal_day,14.55,0.91,4.06,8,6.01,320
4/26/2016,4,Cafe/Sweets,Normal_day,14.55,0.91,4.06,8,6.01,1367
4/26/2016,4,Creative cuisine,Normal_day,14.55,0.91,4.06,8,6.01,49
4/26/2016,4,Dining bar,Normal_day,14.55,0.91,4.06,8,6.01,557
4/26/2016,4,Italian/French,Normal_day,14.55,0.91,4.06,8,6.01,668
4/26/2016,4,Izakaya,Normal_day,14.55,0.91,4.06,8,6.01,1805
4/26/2016,4,Japanese food,Normal_day,14.55,0.91,4.06,8,6.01,450
4/26/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.55,0.91,4.06,8,6.01,71
4/26/2016,4,Other,Normal_day,14.55,0.91,4.06,8,6.01,124
4/26/2016,4,Western food,Normal_day,14.55,0.91,4.06,8,6.01,144
4/26/2016,4,Yakiniku/Korean food,Normal_day,14.55,0.91,4.06,8,6.01,167
4/27/2016,4,Bar/Cocktail,Normal_day,13.45,10.99,4.05,4.17,6.05,340
4/27/2016,4,Cafe/Sweets,Normal_day,13.45,10.99,4.05,4.17,6.05,1126
4/27/2016,4,Creative cuisine,Normal_day,13.45,10.99,4.05,4.17,6.05,41
4/27/2016,4,Dining bar,Normal_day,13.45,10.99,4.05,4.17,6.05,736
4/27/2016,4,Italian/French,Normal_day,13.45,10.99,4.05,4.17,6.05,609
4/27/2016,4,Izakaya,Normal_day,13.45,10.99,4.05,4.17,6.05,1827
4/27/2016,4,Japanese food,Normal_day,13.45,10.99,4.05,4.17,6.05,515
4/27/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.45,10.99,4.05,4.17,6.05,43
4/27/2016,4,Other,Normal_day,13.45,10.99,4.05,4.17,6.05,200
4/27/2016,4,Western food,Normal_day,13.45,10.99,4.05,4.17,6.05,90
4/27/2016,4,Yakiniku/Korean food,Normal_day,13.45,10.99,4.05,4.17,6.05,158
4/28/2016,4,Bar/Cocktail,Normal_day,12.35,17.19,4.06,1.54,6.08,445
4/28/2016,4,Cafe/Sweets,Normal_day,12.35,17.19,4.06,1.54,6.08,1106
4/28/2016,4,Creative cuisine,Normal_day,12.35,17.19,4.06,1.54,6.08,65
4/28/2016,4,Dining bar,Normal_day,12.35,17.19,4.06,1.54,6.08,729
4/28/2016,4,Italian/French,Normal_day,12.35,17.19,4.06,1.54,6.08,808
4/28/2016,4,Izakaya,Normal_day,12.35,17.19,4.06,1.54,6.08,2577
4/28/2016,4,Japanese food,Normal_day,12.35,17.19,4.06,1.54,6.08,510
4/28/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,12.35,17.19,4.06,1.54,6.08,68
4/28/2016,4,Other,Normal_day,12.35,17.19,4.06,1.54,6.08,312
4/28/2016,4,Western food,Normal_day,12.35,17.19,4.06,1.54,6.08,103
4/28/2016,4,Yakiniku/Korean food,Normal_day,12.35,17.19,4.06,1.54,6.08,216
4/29/2016,4,Bar/Cocktail,Showa Day,10.33,3.69,4.08,5.84,6.09,612
4/29/2016,4,Cafe/Sweets,Showa Day,10.33,3.69,4.08,5.84,6.09,2121
4/29/2016,4,Creative cuisine,Showa Day,10.33,3.69,4.08,5.84,6.09,67
4/29/2016,4,Dining bar,Showa Day,10.33,3.69,4.08,5.84,6.09,864
4/29/2016,4,Italian/French,Showa Day,10.33,3.69,4.08,5.84,6.09,957
4/29/2016,4,Izakaya,Showa Day,10.33,3.69,4.08,5.84,6.09,1964
4/29/2016,4,Japanese food,Showa Day,10.33,3.69,4.08,5.84,6.09,555
4/29/2016,4,Okonomiyaki/Monja/Teppanyaki,Showa Day,10.33,3.69,4.08,5.84,6.09,76
4/29/2016,4,Other,Showa Day,10.33,3.69,4.08,5.84,6.09,275
4/29/2016,4,Western food,Showa Day,10.33,3.69,4.08,5.84,6.09,206
4/29/2016,4,Yakiniku/Korean food,Showa Day,10.33,3.69,4.08,5.84,6.09,132
4/30/2016,4,Bar/Cocktail,Normal_day,11.26,0.51,4.13,8.76,6.1,489
4/30/2016,4,Cafe/Sweets,Normal_day,11.26,0.51,4.13,8.76,6.1,2011
4/30/2016,4,Creative cuisine,Normal_day,11.26,0.51,4.13,8.76,6.1,67
4/30/2016,4,Dining bar,Normal_day,11.26,0.51,4.13,8.76,6.1,793
4/30/2016,4,Italian/French,Normal_day,11.26,0.51,4.13,8.76,6.1,846
4/30/2016,4,Izakaya,Normal_day,11.26,0.51,4.13,8.76,6.1,1998
4/30/2016,4,Japanese food,Normal_day,11.26,0.51,4.13,8.76,6.1,599
4/30/2016,4,Okonomiyaki/Monja/Teppanyaki,Normal_day,11.26,0.51,4.13,8.76,6.1,79
4/30/2016,4,Other,Normal_day,11.26,0.51,4.13,8.76,6.1,305
4/30/2016,4,Western food,Normal_day,11.26,0.51,4.13,8.76,6.1,211
4/30/2016,4,Yakiniku/Korean food,Normal_day,11.26,0.51,4.13,8.76,6.1,169
5/1/2016,5,Asian,Normal_day,13.42,2.08,4.18,7.08,6.09,65
5/1/2016,5,Bar/Cocktail,Normal_day,13.42,2.08,4.18,7.08,6.09,404
5/1/2016,5,Cafe/Sweets,Normal_day,13.42,2.08,4.18,7.08,6.09,1761
5/1/2016,5,Creative cuisine,Normal_day,13.42,2.08,4.18,7.08,6.09,45
5/1/2016,5,Dining bar,Normal_day,13.42,2.08,4.18,7.08,6.09,613
5/1/2016,5,Italian/French,Normal_day,13.42,2.08,4.18,7.08,6.09,647
5/1/2016,5,Izakaya,Normal_day,13.42,2.08,4.18,7.08,6.09,1706
5/1/2016,5,Japanese food,Normal_day,13.42,2.08,4.18,7.08,6.09,400
5/1/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,13.42,2.08,4.18,7.08,6.09,71
5/1/2016,5,Other,Normal_day,13.42,2.08,4.18,7.08,6.09,171
5/1/2016,5,Western food,Normal_day,13.42,2.08,4.18,7.08,6.09,189
5/1/2016,5,Yakiniku/Korean food,Normal_day,13.42,2.08,4.18,7.08,6.09,136
5/2/2016,5,Bar/Cocktail,Normal_day,14.95,0.06,4.25,7.86,6.07,369
5/2/2016,5,Cafe/Sweets,Normal_day,14.95,0.06,4.25,7.86,6.07,1152
5/2/2016,5,Creative cuisine,Normal_day,14.95,0.06,4.25,7.86,6.07,42
5/2/2016,5,Dining bar,Normal_day,14.95,0.06,4.25,7.86,6.07,788
5/2/2016,5,Italian/French,Normal_day,14.95,0.06,4.25,7.86,6.07,518
5/2/2016,5,Izakaya,Normal_day,14.95,0.06,4.25,7.86,6.07,1858
5/2/2016,5,Japanese food,Normal_day,14.95,0.06,4.25,7.86,6.07,437
5/2/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.95,0.06,4.25,7.86,6.07,96
5/2/2016,5,Other,Normal_day,14.95,0.06,4.25,7.86,6.07,184
5/2/2016,5,Western food,Normal_day,14.95,0.06,4.25,7.86,6.07,106
5/2/2016,5,Yakiniku/Korean food,Normal_day,14.95,0.06,4.25,7.86,6.07,137
5/3/2016,5,Bar/Cocktail,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,569
5/3/2016,5,Cafe/Sweets,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,1767
5/3/2016,5,Creative cuisine,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,83
5/3/2016,5,Dining bar,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,756
5/3/2016,5,Italian/French,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,869
5/3/2016,5,Izakaya,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,1883
5/3/2016,5,Japanese food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,530
5/3/2016,5,Okonomiyaki/Monja/Teppanyaki,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,47
5/3/2016,5,Other,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,210
5/3/2016,5,Western food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,129
5/3/2016,5,Yakiniku/Korean food,Constitution Memorial Day,17.55,10.89,4.34,4.29,6.04,151
5/4/2016,5,Bar/Cocktail,Greenery Day,17.12,8.12,4.43,7.3,6,470
5/4/2016,5,Cafe/Sweets,Greenery Day,17.12,8.12,4.43,7.3,6,2035
5/4/2016,5,Creative cuisine,Greenery Day,17.12,8.12,4.43,7.3,6,75
5/4/2016,5,Dining bar,Greenery Day,17.12,8.12,4.43,7.3,6,658
5/4/2016,5,Italian/French,Greenery Day,17.12,8.12,4.43,7.3,6,682
5/4/2016,5,Izakaya,Greenery Day,17.12,8.12,4.43,7.3,6,1910
5/4/2016,5,Japanese food,Greenery Day,17.12,8.12,4.43,7.3,6,405
5/4/2016,5,Okonomiyaki/Monja/Teppanyaki,Greenery Day,17.12,8.12,4.43,7.3,6,73
5/4/2016,5,Other,Greenery Day,17.12,8.12,4.43,7.3,6,214
5/4/2016,5,Western food,Greenery Day,17.12,8.12,4.43,7.3,6,172
5/4/2016,5,Yakiniku/Korean food,Greenery Day,17.12,8.12,4.43,7.3,6,124
5/5/2016,5,Bar/Cocktail,Children's Day,16.26,0.61,4.51,7.27,5.95,371
5/5/2016,5,Cafe/Sweets,Children's Day,16.26,0.61,4.51,7.27,5.95,1890
5/5/2016,5,Creative cuisine,Children's Day,16.26,0.61,4.51,7.27,5.95,76
5/5/2016,5,Dining bar,Children's Day,16.26,0.61,4.51,7.27,5.95,724
5/5/2016,5,Italian/French,Children's Day,16.26,0.61,4.51,7.27,5.95,765
5/5/2016,5,Izakaya,Children's Day,16.26,0.61,4.51,7.27,5.95,1094
5/5/2016,5,Japanese food,Children's Day,16.26,0.61,4.51,7.27,5.95,349
5/5/2016,5,Okonomiyaki/Monja/Teppanyaki,Children's Day,16.26,0.61,4.51,7.27,5.95,47
5/5/2016,5,Other,Children's Day,16.26,0.61,4.51,7.27,5.95,239
5/5/2016,5,Western food,Children's Day,16.26,0.61,4.51,7.27,5.95,202
5/5/2016,5,Yakiniku/Korean food,Children's Day,16.26,0.61,4.51,7.27,5.95,102
5/6/2016,5,Bar/Cocktail,Normal_day,14.98,5.36,4.59,2.48,5.91,335
5/6/2016,5,Cafe/Sweets,Normal_day,14.98,5.36,4.59,2.48,5.91,1087
5/6/2016,5,Creative cuisine,Normal_day,14.98,5.36,4.59,2.48,5.91,60
5/6/2016,5,Dining bar,Normal_day,14.98,5.36,4.59,2.48,5.91,544
5/6/2016,5,Italian/French,Normal_day,14.98,5.36,4.59,2.48,5.91,675
5/6/2016,5,Izakaya,Normal_day,14.98,5.36,4.59,2.48,5.91,1512
5/6/2016,5,Japanese food,Normal_day,14.98,5.36,4.59,2.48,5.91,498
5/6/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,14.98,5.36,4.59,2.48,5.91,52
5/6/2016,5,Other,Normal_day,14.98,5.36,4.59,2.48,5.91,180
5/6/2016,5,Western food,Normal_day,14.98,5.36,4.59,2.48,5.91,92
5/6/2016,5,Yakiniku/Korean food,Normal_day,14.98,5.36,4.59,2.48,5.91,132
5/7/2016,5,Asian,Normal_day,16.19,3.3,4.67,4.3,5.86,49
5/7/2016,5,Bar/Cocktail,Normal_day,16.19,3.3,4.67,4.3,5.86,486
5/7/2016,5,Cafe/Sweets,Normal_day,16.19,3.3,4.67,4.3,5.86,1993
5/7/2016,5,Creative cuisine,Normal_day,16.19,3.3,4.67,4.3,5.86,59
5/7/2016,5,Dining bar,Normal_day,16.19,3.3,4.67,4.3,5.86,783
5/7/2016,5,Italian/French,Normal_day,16.19,3.3,4.67,4.3,5.86,742
5/7/2016,5,Izakaya,Normal_day,16.19,3.3,4.67,4.3,5.86,1843
5/7/2016,5,Japanese food,Normal_day,16.19,3.3,4.67,4.3,5.86,462
5/7/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.19,3.3,4.67,4.3,5.86,75
5/7/2016,5,Other,Normal_day,16.19,3.3,4.67,4.3,5.86,218
5/7/2016,5,Western food,Normal_day,16.19,3.3,4.67,4.3,5.86,202
5/7/2016,5,Yakiniku/Korean food,Normal_day,16.19,3.3,4.67,4.3,5.86,132
5/8/2016,5,Asian,Normal_day,15.98,2.36,4.75,9.44,5.82,51
5/8/2016,5,Bar/Cocktail,Normal_day,15.98,2.36,4.75,9.44,5.82,398
5/8/2016,5,Cafe/Sweets,Normal_day,15.98,2.36,4.75,9.44,5.82,1644
5/8/2016,5,Creative cuisine,Normal_day,15.98,2.36,4.75,9.44,5.82,60
5/8/2016,5,Dining bar,Normal_day,15.98,2.36,4.75,9.44,5.82,632
5/8/2016,5,Italian/French,Normal_day,15.98,2.36,4.75,9.44,5.82,757
5/8/2016,5,Izakaya,Normal_day,15.98,2.36,4.75,9.44,5.82,1191
5/8/2016,5,Japanese food,Normal_day,15.98,2.36,4.75,9.44,5.82,304
5/8/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.98,2.36,4.75,9.44,5.82,32
5/8/2016,5,Other,Normal_day,15.98,2.36,4.75,9.44,5.82,193
5/8/2016,5,Western food,Normal_day,15.98,2.36,4.75,9.44,5.82,170
5/8/2016,5,Yakiniku/Korean food,Normal_day,15.98,2.36,4.75,9.44,5.82,64
5/9/2016,5,Asian,Normal_day,15.45,11.51,4.81,4.2,5.78,21
5/9/2016,5,Bar/Cocktail,Normal_day,15.45,11.51,4.81,4.2,5.78,220
5/9/2016,5,Cafe/Sweets,Normal_day,15.45,11.51,4.81,4.2,5.78,727
5/9/2016,5,Creative cuisine,Normal_day,15.45,11.51,4.81,4.2,5.78,11
5/9/2016,5,Dining bar,Normal_day,15.45,11.51,4.81,4.2,5.78,453
5/9/2016,5,Italian/French,Normal_day,15.45,11.51,4.81,4.2,5.78,335
5/9/2016,5,Izakaya,Normal_day,15.45,11.51,4.81,4.2,5.78,1170
5/9/2016,5,Japanese food,Normal_day,15.45,11.51,4.81,4.2,5.78,243
5/9/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.45,11.51,4.81,4.2,5.78,43
5/9/2016,5,Other,Normal_day,15.45,11.51,4.81,4.2,5.78,91
5/9/2016,5,Western food,Normal_day,15.45,11.51,4.81,4.2,5.78,64
5/9/2016,5,Yakiniku/Korean food,Normal_day,15.45,11.51,4.81,4.2,5.78,100
5/10/2016,5,Asian,Normal_day,16.39,18.08,4.88,1.05,5.75,36
5/10/2016,5,Bar/Cocktail,Normal_day,16.39,18.08,4.88,1.05,5.75,292
5/10/2016,5,Cafe/Sweets,Normal_day,16.39,18.08,4.88,1.05,5.75,1029
5/10/2016,5,Creative cuisine,Normal_day,16.39,18.08,4.88,1.05,5.75,31
5/10/2016,5,Dining bar,Normal_day,16.39,18.08,4.88,1.05,5.75,446
5/10/2016,5,Italian/French,Normal_day,16.39,18.08,4.88,1.05,5.75,519
5/10/2016,5,Izakaya,Normal_day,16.39,18.08,4.88,1.05,5.75,1136
5/10/2016,5,Japanese food,Normal_day,16.39,18.08,4.88,1.05,5.75,357
5/10/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.39,18.08,4.88,1.05,5.75,65
5/10/2016,5,Other,Normal_day,16.39,18.08,4.88,1.05,5.75,97
5/10/2016,5,Western food,Normal_day,16.39,18.08,4.88,1.05,5.75,61
5/10/2016,5,Yakiniku/Korean food,Normal_day,16.39,18.08,4.88,1.05,5.75,139
5/11/2016,5,Bar/Cocktail,Normal_day,15.08,13.38,4.92,1.01,5.72,323
5/11/2016,5,Cafe/Sweets,Normal_day,15.08,13.38,4.92,1.01,5.72,998
5/11/2016,5,Creative cuisine,Normal_day,15.08,13.38,4.92,1.01,5.72,72
5/11/2016,5,Dining bar,Normal_day,15.08,13.38,4.92,1.01,5.72,503
5/11/2016,5,Italian/French,Normal_day,15.08,13.38,4.92,1.01,5.72,549
5/11/2016,5,Izakaya,Normal_day,15.08,13.38,4.92,1.01,5.72,1509
5/11/2016,5,Japanese food,Normal_day,15.08,13.38,4.92,1.01,5.72,480
5/11/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.08,13.38,4.92,1.01,5.72,46
5/11/2016,5,Other,Normal_day,15.08,13.38,4.92,1.01,5.72,152
5/11/2016,5,Western food,Normal_day,15.08,13.38,4.92,1.01,5.72,96
5/11/2016,5,Yakiniku/Korean food,Normal_day,15.08,13.38,4.92,1.01,5.72,169
5/12/2016,5,Asian,Normal_day,15.18,0.66,4.95,9.43,5.71,49
5/12/2016,5,Bar/Cocktail,Normal_day,15.18,0.66,4.95,9.43,5.71,301
5/12/2016,5,Cafe/Sweets,Normal_day,15.18,0.66,4.95,9.43,5.71,1248
5/12/2016,5,Creative cuisine,Normal_day,15.18,0.66,4.95,9.43,5.71,83
5/12/2016,5,Dining bar,Normal_day,15.18,0.66,4.95,9.43,5.71,755
5/12/2016,5,Italian/French,Normal_day,15.18,0.66,4.95,9.43,5.71,591
5/12/2016,5,Izakaya,Normal_day,15.18,0.66,4.95,9.43,5.71,1565
5/12/2016,5,Japanese food,Normal_day,15.18,0.66,4.95,9.43,5.71,421
5/12/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.18,0.66,4.95,9.43,5.71,51
5/12/2016,5,Other,Normal_day,15.18,0.66,4.95,9.43,5.71,218
5/12/2016,5,Western food,Normal_day,15.18,0.66,4.95,9.43,5.71,100
5/12/2016,5,Yakiniku/Korean food,Normal_day,15.18,0.66,4.95,9.43,5.71,162
5/13/2016,5,Asian,Normal_day,17.4,0.05,4.98,10.54,5.69,36
5/13/2016,5,Bar/Cocktail,Normal_day,17.4,0.05,4.98,10.54,5.69,420
5/13/2016,5,Cafe/Sweets,Normal_day,17.4,0.05,4.98,10.54,5.69,1268
5/13/2016,5,Creative cuisine,Normal_day,17.4,0.05,4.98,10.54,5.69,83
5/13/2016,5,Dining bar,Normal_day,17.4,0.05,4.98,10.54,5.69,841
5/13/2016,5,Italian/French,Normal_day,17.4,0.05,4.98,10.54,5.69,929
5/13/2016,5,Izakaya,Normal_day,17.4,0.05,4.98,10.54,5.69,2395
5/13/2016,5,Japanese food,Normal_day,17.4,0.05,4.98,10.54,5.69,591
5/13/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,17.4,0.05,4.98,10.54,5.69,61
5/13/2016,5,Other,Normal_day,17.4,0.05,4.98,10.54,5.69,293
5/13/2016,5,Western food,Normal_day,17.4,0.05,4.98,10.54,5.69,145
5/13/2016,5,Yakiniku/Korean food,Normal_day,17.4,0.05,4.98,10.54,5.69,223
5/14/2016,5,Asian,Normal_day,17.25,0.16,4.99,10.09,5.69,46
5/14/2016,5,Bar/Cocktail,Normal_day,17.25,0.16,4.99,10.09,5.69,561
5/14/2016,5,Cafe/Sweets,Normal_day,17.25,0.16,4.99,10.09,5.69,1919
5/14/2016,5,Creative cuisine,Normal_day,17.25,0.16,4.99,10.09,5.69,80
5/14/2016,5,Dining bar,Normal_day,17.25,0.16,4.99,10.09,5.69,1006
5/14/2016,5,Italian/French,Normal_day,17.25,0.16,4.99,10.09,5.69,873
5/14/2016,5,Izakaya,Normal_day,17.25,0.16,4.99,10.09,5.69,2260
5/14/2016,5,Japanese food,Normal_day,17.25,0.16,4.99,10.09,5.69,596
5/14/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,17.25,0.16,4.99,10.09,5.69,80
5/14/2016,5,Other,Normal_day,17.25,0.16,4.99,10.09,5.69,300
5/14/2016,5,Western food,Normal_day,17.25,0.16,4.99,10.09,5.69,183
5/14/2016,5,Yakiniku/Korean food,Normal_day,17.25,0.16,4.99,10.09,5.69,197
5/15/2016,5,Asian,Normal_day,17.35,0.76,4.99,8.12,5.7,62
5/15/2016,5,Bar/Cocktail,Normal_day,17.35,0.76,4.99,8.12,5.7,440
5/15/2016,5,Cafe/Sweets,Normal_day,17.35,0.76,4.99,8.12,5.7,1366
5/15/2016,5,Creative cuisine,Normal_day,17.35,0.76,4.99,8.12,5.7,59
5/15/2016,5,Dining bar,Normal_day,17.35,0.76,4.99,8.12,5.7,542
5/15/2016,5,Italian/French,Normal_day,17.35,0.76,4.99,8.12,5.7,648
5/15/2016,5,Izakaya,Normal_day,17.35,0.76,4.99,8.12,5.7,1425
5/15/2016,5,Japanese food,Normal_day,17.35,0.76,4.99,8.12,5.7,256
5/15/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,17.35,0.76,4.99,8.12,5.7,43
5/15/2016,5,Other,Normal_day,17.35,0.76,4.99,8.12,5.7,227
5/15/2016,5,Western food,Normal_day,17.35,0.76,4.99,8.12,5.7,182
5/15/2016,5,Yakiniku/Korean food,Normal_day,17.35,0.76,4.99,8.12,5.7,89
5/16/2016,5,Asian,Normal_day,16.67,17.05,4.97,3.51,5.71,32
5/16/2016,5,Bar/Cocktail,Normal_day,16.67,17.05,4.97,3.51,5.71,230
5/16/2016,5,Cafe/Sweets,Normal_day,16.67,17.05,4.97,3.51,5.71,732
5/16/2016,5,Creative cuisine,Normal_day,16.67,17.05,4.97,3.51,5.71,35
5/16/2016,5,Dining bar,Normal_day,16.67,17.05,4.97,3.51,5.71,602
5/16/2016,5,Italian/French,Normal_day,16.67,17.05,4.97,3.51,5.71,336
5/16/2016,5,Izakaya,Normal_day,16.67,17.05,4.97,3.51,5.71,1129
5/16/2016,5,Japanese food,Normal_day,16.67,17.05,4.97,3.51,5.71,338
5/16/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,16.67,17.05,4.97,3.51,5.71,24
5/16/2016,5,Other,Normal_day,16.67,17.05,4.97,3.51,5.71,137
5/16/2016,5,Western food,Normal_day,16.67,17.05,4.97,3.51,5.71,15
5/16/2016,5,Yakiniku/Korean food,Normal_day,16.67,17.05,4.97,3.51,5.71,172
5/17/2016,5,Asian,Normal_day,15.28,11.47,4.93,6.4,5.74,18
5/17/2016,5,Bar/Cocktail,Normal_day,15.28,11.47,4.93,6.4,5.74,346
5/17/2016,5,Cafe/Sweets,Normal_day,15.28,11.47,4.93,6.4,5.74,820
5/17/2016,5,Creative cuisine,Normal_day,15.28,11.47,4.93,6.4,5.74,32
5/17/2016,5,Dining bar,Normal_day,15.28,11.47,4.93,6.4,5.74,605
5/17/2016,5,Italian/French,Normal_day,15.28,11.47,4.93,6.4,5.74,635
5/17/2016,5,Izakaya,Normal_day,15.28,11.47,4.93,6.4,5.74,1241
5/17/2016,5,Japanese food,Normal_day,15.28,11.47,4.93,6.4,5.74,384
5/17/2016,5,Okonomiyaki/Monja/Teppanyaki,Normal_day,15.28,11.47,4.93,6.4,5.74,50
5/17/2016,5,Other,Normal_day,15.28,11.47,4.93,6.4,5.74,215
5/17/2016,5,Western food,Normal_day,15.28,11.47,4.93,6.4,5.74,44
5/17/2016,5,Yakiniku/Korean food,Normal_day,15.28,11.47,4.93,6.4,5.74,108
5/18/2016,5,Bar/Cocktail,Normal_day,16.59,0.74,4.87,12.05,5.77,349
5/18/2016,5,Cafe/Sweets,Normal_day,16.59,0.74,4.87,12.05,5.77,1217
